Day,microsoft
2008-06-01,86
2008-06-02,94
2008-06-03,100
2008-06-04,98
2008-06-05,96
2008-06-06,94
2008-06-07,82
2008-06-08,81
2008-06-09,93
2008-06-10,99
2008-06-11,100
2008-06-12,97
2008-06-13,94
2008-06-14,80
2008-06-15,83
2008-06-16,94
2008-06-17,94
2008-06-18,94
2008-06-19,99
2008-06-20,97
2008-06-21,83
2008-06-22,83
2008-06-23,93
2008-06-24,97
2008-06-25,96
2008-06-26,98
2008-06-27,94
2008-06-28,83
2008-06-29,78
2008-06-30,95
