Day,amazon
2012-01-01,100
2012-01-02,99
2012-01-03,94
2012-01-04,94
2012-01-05,91
2012-01-06,88
2012-01-07,95
2012-01-08,96
2012-01-09,88
2012-01-10,86
2012-01-11,87
2012-01-12,86
2012-01-13,83
2012-01-14,89
2012-01-15,92
2012-01-16,84
2012-01-17,83
2012-01-18,82
2012-01-19,83
2012-01-20,81
2012-01-21,90
2012-01-22,93
2012-01-23,84
2012-01-24,82
2012-01-25,81
2012-01-26,77
2012-01-27,78
2012-01-28,85
2012-01-29,92
2012-01-30,82
2012-01-31,79
