Day,hp
2008-06-01,78
2008-06-02,93
2008-06-03,97
2008-06-04,95
2008-06-05,94
2008-06-06,90
2008-06-07,81
2008-06-08,75
2008-06-09,92
2008-06-10,94
2008-06-11,97
2008-06-12,100
2008-06-13,93
2008-06-14,84
2008-06-15,79
2008-06-16,92
2008-06-17,94
2008-06-18,92
2008-06-19,97
2008-06-20,92
2008-06-21,81
2008-06-22,77
2008-06-23,94
2008-06-24,100
2008-06-25,95
2008-06-26,98
2008-06-27,91
2008-06-28,82
2008-06-29,78
2008-06-30,95
