Day,hp
2009-07-01,96
2009-07-02,96
2009-07-03,90
2009-07-04,82
2009-07-05,75
2009-07-06,94
2009-07-07,96
2009-07-08,94
2009-07-09,98
2009-07-10,94
2009-07-11,82
2009-07-12,79
2009-07-13,97
2009-07-14,98
2009-07-15,97
2009-07-16,97
2009-07-17,92
2009-07-18,83
2009-07-19,79
2009-07-20,93
2009-07-21,96
2009-07-22,98
2009-07-23,93
2009-07-24,92
2009-07-25,82
2009-07-26,81
2009-07-27,98
2009-07-28,99
2009-07-29,100
2009-07-30,100
2009-07-31,92
