Day,microsoft
2012-05-01,98
2012-05-02,95
2012-05-03,97
2012-05-04,89
2012-05-05,78
2012-05-06,79
2012-05-07,91
2012-05-08,99
2012-05-09,99
2012-05-10,98
2012-05-11,93
2012-05-12,81
2012-05-13,81
2012-05-14,93
2012-05-15,99
2012-05-16,98
2012-05-17,95
2012-05-18,89
2012-05-19,76
2012-05-20,80
2012-05-21,95
2012-05-22,100
2012-05-23,97
2012-05-24,93
2012-05-25,86
2012-05-26,73
2012-05-27,70
2012-05-28,83
2012-05-29,90
2012-05-30,94
2012-05-31,93
