Day,motorola
2007-04-01,99
2007-04-02,92
2007-04-03,88
2007-04-04,91
2007-04-05,94
2007-04-06,98
2007-04-07,100
2007-04-08,98
2007-04-09,95
2007-04-10,93
2007-04-11,91
2007-04-12,86
2007-04-13,92
2007-04-14,99
2007-04-15,92
2007-04-16,87
2007-04-17,86
2007-04-18,85
2007-04-19,85
2007-04-20,91
2007-04-21,97
2007-04-22,90
2007-04-23,87
2007-04-24,89
2007-04-25,88
2007-04-26,83
2007-04-27,89
2007-04-28,100
2007-04-29,98
2007-04-30,89
