Day,microsoft
2009-01-01,69
2009-01-02,79
2009-01-03,76
2009-01-04,78
2009-01-05,84
2009-01-06,87
2009-01-07,86
2009-01-08,89
2009-01-09,100
2009-01-10,86
2009-01-11,84
2009-01-12,90
2009-01-13,93
2009-01-14,94
2009-01-15,92
2009-01-16,88
2009-01-17,83
2009-01-18,81
2009-01-19,89
2009-01-20,89
2009-01-21,94
2009-01-22,95
2009-01-23,90
2009-01-24,84
2009-01-25,83
2009-01-26,87
2009-01-27,90
2009-01-28,88
2009-01-29,89
2009-01-30,84
2009-01-31,82
