Day,motorola
2005-06-01,80
2005-06-02,84
2005-06-03,87
2005-06-04,100
2005-06-05,90
2005-06-06,84
2005-06-07,83
2005-06-08,84
2005-06-09,84
2005-06-10,88
2005-06-11,91
2005-06-12,92
2005-06-13,80
2005-06-14,82
2005-06-15,85
2005-06-16,87
2005-06-17,85
2005-06-18,94
2005-06-19,93
2005-06-20,77
2005-06-21,81
2005-06-22,82
2005-06-23,83
2005-06-24,87
2005-06-25,95
2005-06-26,91
2005-06-27,85
2005-06-28,85
2005-06-29,85
2005-06-30,86
