Day,apple
2010-12-01,64
2010-12-02,62
2010-12-03,63
2010-12-04,73
2010-12-05,75
2010-12-06,65
2010-12-07,62
2010-12-08,62
2010-12-09,63
2010-12-10,63
2010-12-11,68
2010-12-12,71
2010-12-13,65
2010-12-14,64
2010-12-15,65
2010-12-16,62
2010-12-17,64
2010-12-18,72
2010-12-19,72
2010-12-20,66
2010-12-21,67
2010-12-22,68
2010-12-23,71
2010-12-24,76
2010-12-25,100
2010-12-26,92
2010-12-27,78
2010-12-28,73
2010-12-29,70
2010-12-30,67
2010-12-31,67
