Day,amazon
2009-07-01,81
2009-07-02,80
2009-07-03,81
2009-07-04,84
2009-07-05,94
2009-07-06,86
2009-07-07,85
2009-07-08,85
2009-07-09,86
2009-07-10,85
2009-07-11,87
2009-07-12,100
2009-07-13,86
2009-07-14,83
2009-07-15,88
2009-07-16,84
2009-07-17,83
2009-07-18,92
2009-07-19,100
2009-07-20,87
2009-07-21,85
2009-07-22,85
2009-07-23,82
2009-07-24,85
2009-07-25,88
2009-07-26,100
2009-07-27,88
2009-07-28,88
2009-07-29,87
2009-07-30,84
2009-07-31,84
