Day,nokia
2004-02-01,93
2004-02-02,79
2004-02-03,74
2004-02-04,83
2004-02-05,81
2004-02-06,81
2004-02-07,56
2004-02-08,100
2004-02-09,75
2004-02-10,78
2004-02-11,77
2004-02-12,76
2004-02-13,78
2004-02-14,93
2004-02-15,91
2004-02-16,81
2004-02-17,77
2004-02-18,76
2004-02-19,79
2004-02-20,78
2004-02-21,88
2004-02-22,86
2004-02-23,81
2004-02-24,79
2004-02-25,77
2004-02-26,76
2004-02-27,79
2004-02-28,85
2004-02-29,64
