Day,nokia
2005-09-01,88
2005-09-02,90
2005-09-03,97
2005-09-04,92
2005-09-05,97
2005-09-06,88
2005-09-07,89
2005-09-08,84
2005-09-09,90
2005-09-10,100
2005-09-11,91
2005-09-12,86
2005-09-13,81
2005-09-14,88
2005-09-15,86
2005-09-16,87
2005-09-17,99
2005-09-18,89
2005-09-19,88
2005-09-20,87
2005-09-21,87
2005-09-22,83
2005-09-23,89
2005-09-24,98
2005-09-25,88
2005-09-26,86
2005-09-27,83
2005-09-28,84
2005-09-29,87
2005-09-30,86
