Day,nokia
2012-01-01,97
2012-01-02,100
2012-01-03,94
2012-01-04,94
2012-01-05,93
2012-01-06,96
2012-01-07,100
2012-01-08,98
2012-01-09,91
2012-01-10,94
2012-01-11,90
2012-01-12,93
2012-01-13,91
2012-01-14,98
2012-01-15,95
2012-01-16,90
2012-01-17,87
2012-01-18,88
2012-01-19,87
2012-01-20,90
2012-01-21,99
2012-01-22,93
2012-01-23,88
2012-01-24,89
2012-01-25,88
2012-01-26,91
2012-01-27,90
2012-01-28,99
2012-01-29,95
2012-01-30,90
2012-01-31,88
