Day,hp
2008-08-01,92
2008-08-02,84
2008-08-03,77
2008-08-04,93
2008-08-05,96
2008-08-06,98
2008-08-07,93
2008-08-08,88
2008-08-09,79
2008-08-10,77
2008-08-11,91
2008-08-12,94
2008-08-13,96
2008-08-14,93
2008-08-15,88
2008-08-16,80
2008-08-17,79
2008-08-18,93
2008-08-19,96
2008-08-20,96
2008-08-21,96
2008-08-22,93
2008-08-23,82
2008-08-24,82
2008-08-25,96
2008-08-26,99
2008-08-27,100
2008-08-28,97
2008-08-29,95
2008-08-30,86
2008-08-31,82
