Day,amazon
2011-09-01,82
2011-09-02,80
2011-09-03,82
2011-09-04,92
2011-09-05,86
2011-09-06,84
2011-09-07,85
2011-09-08,80
2011-09-09,77
2011-09-10,81
2011-09-11,86
2011-09-12,80
2011-09-13,80
2011-09-14,83
2011-09-15,80
2011-09-16,80
2011-09-17,86
2011-09-18,91
2011-09-19,83
2011-09-20,83
2011-09-21,79
2011-09-22,79
2011-09-23,79
2011-09-24,82
2011-09-25,91
2011-09-26,85
2011-09-27,83
2011-09-28,100
2011-09-29,94
2011-09-30,84
