Day,apple
2011-07-01,68
2011-07-02,70
2011-07-03,72
2011-07-04,68
2011-07-05,67
2011-07-06,68
2011-07-07,68
2011-07-08,67
2011-07-09,71
2011-07-10,72
2011-07-11,69
2011-07-12,70
2011-07-13,70
2011-07-14,72
2011-07-15,73
2011-07-16,76
2011-07-17,76
2011-07-18,75
2011-07-19,74
2011-07-20,100
2011-07-21,97
2011-07-22,89
2011-07-23,86
2011-07-24,84
2011-07-25,79
2011-07-26,77
2011-07-27,76
2011-07-28,74
2011-07-29,78
2011-07-30,81
2011-07-31,82
