Day,microsoft
2010-09-01,94
2010-09-02,91
2010-09-03,87
2010-09-04,78
2010-09-05,77
2010-09-06,86
2010-09-07,94
2010-09-08,96
2010-09-09,93
2010-09-10,89
2010-09-11,77
2010-09-12,82
2010-09-13,94
2010-09-14,96
2010-09-15,99
2010-09-16,100
2010-09-17,92
2010-09-18,82
2010-09-19,83
2010-09-20,94
2010-09-21,94
2010-09-22,97
2010-09-23,98
2010-09-24,91
2010-09-25,79
2010-09-26,85
2010-09-27,95
2010-09-28,97
2010-09-29,98
2010-09-30,98
