Day,microsoft
2012-04-01,78
2012-04-02,92
2012-04-03,95
2012-04-04,96
2012-04-05,94
2012-04-06,85
2012-04-07,76
2012-04-08,78
2012-04-09,90
2012-04-10,94
2012-04-11,98
2012-04-12,97
2012-04-13,89
2012-04-14,77
2012-04-15,82
2012-04-16,92
2012-04-17,99
2012-04-18,100
2012-04-19,98
2012-04-20,89
2012-04-21,77
2012-04-22,78
2012-04-23,94
2012-04-24,95
2012-04-25,97
2012-04-26,95
2012-04-27,88
2012-04-28,76
2012-04-29,78
2012-04-30,89
