Day,motorola
2012-12-01,85
2012-12-02,80
2012-12-03,84
2012-12-04,87
2012-12-05,85
2012-12-06,88
2012-12-07,86
2012-12-08,84
2012-12-09,80
2012-12-10,83
2012-12-11,87
2012-12-12,86
2012-12-13,86
2012-12-14,87
2012-12-15,87
2012-12-16,83
2012-12-17,88
2012-12-18,90
2012-12-19,88
2012-12-20,89
2012-12-21,86
2012-12-22,91
2012-12-23,88
2012-12-24,86
2012-12-25,88
2012-12-26,100
2012-12-27,96
2012-12-28,93
2012-12-29,92
2012-12-30,81
2012-12-31,79
