Day,apple
2012-07-01,99
2012-07-02,89
2012-07-03,86
2012-07-04,86
2012-07-05,84
2012-07-06,87
2012-07-07,91
2012-07-08,90
2012-07-09,88
2012-07-10,88
2012-07-11,86
2012-07-12,86
2012-07-13,87
2012-07-14,93
2012-07-15,95
2012-07-16,90
2012-07-17,88
2012-07-18,88
2012-07-19,87
2012-07-20,85
2012-07-21,91
2012-07-22,93
2012-07-23,88
2012-07-24,94
2012-07-25,100
2012-07-26,99
2012-07-27,93
2012-07-28,98
2012-07-29,95
2012-07-30,92
2012-07-31,92
