Day,apple
2012-02-01,89
2012-02-02,87
2012-02-03,87
2012-02-04,99
2012-02-05,95
2012-02-06,84
2012-02-07,88
2012-02-08,90
2012-02-09,88
2012-02-10,87
2012-02-11,94
2012-02-12,94
2012-02-13,87
2012-02-14,87
2012-02-15,89
2012-02-16,92
2012-02-17,94
2012-02-18,100
2012-02-19,97
2012-02-20,93
2012-02-21,88
2012-02-22,90
2012-02-23,84
2012-02-24,88
2012-02-25,95
2012-02-26,92
2012-02-27,87
2012-02-28,87
2012-02-29,95
