Day,nokia
2010-11-01,90
2010-11-02,90
2010-11-03,88
2010-11-04,88
2010-11-05,85
2010-11-06,100
2010-11-07,94
2010-11-08,87
2010-11-09,87
2010-11-10,88
2010-11-11,89
2010-11-12,87
2010-11-13,96
2010-11-14,94
2010-11-15,89
2010-11-16,88
2010-11-17,90
2010-11-18,87
2010-11-19,89
2010-11-20,98
2010-11-21,99
2010-11-22,87
2010-11-23,90
2010-11-24,88
2010-11-25,93
2010-11-26,94
2010-11-27,98
2010-11-28,97
2010-11-29,86
2010-11-30,84
