Day,apple
2007-06-01,54
2007-06-02,55
2007-06-03,57
2007-06-04,58
2007-06-05,61
2007-06-06,57
2007-06-07,58
2007-06-08,55
2007-06-09,61
2007-06-10,59
2007-06-11,69
2007-06-12,78
2007-06-13,65
2007-06-14,61
2007-06-15,59
2007-06-16,65
2007-06-17,62
2007-06-18,57
2007-06-19,59
2007-06-20,56
2007-06-21,55
2007-06-22,57
2007-06-23,61
2007-06-24,61
2007-06-25,56
2007-06-26,60
2007-06-27,60
2007-06-28,64
2007-06-29,82
2007-06-30,100
