Day,motorola
2010-10-01,100
2010-10-02,97
2010-10-03,91
2010-10-04,93
2010-10-05,96
2010-10-06,97
2010-10-07,98
2010-10-08,95
2010-10-09,99
2010-10-10,91
2010-10-11,92
2010-10-12,90
2010-10-13,92
2010-10-14,90
2010-10-15,92
2010-10-16,89
2010-10-17,88
2010-10-18,90
2010-10-19,88
2010-10-20,90
2010-10-21,89
2010-10-22,94
2010-10-23,92
2010-10-24,83
2010-10-25,90
2010-10-26,88
2010-10-27,91
2010-10-28,97
2010-10-29,90
2010-10-30,86
2010-10-31,89
