Day,motorola
2011-04-01,100
2011-04-02,100
2011-04-03,92
2011-04-04,95
2011-04-05,94
2011-04-06,98
2011-04-07,97
2011-04-08,95
2011-04-09,97
2011-04-10,95
2011-04-11,95
2011-04-12,98
2011-04-13,97
2011-04-14,97
2011-04-15,97
2011-04-16,96
2011-04-17,95
2011-04-18,93
2011-04-19,97
2011-04-20,98
2011-04-21,95
2011-04-22,95
2011-04-23,94
2011-04-24,93
2011-04-25,98
2011-04-26,97
2011-04-27,94
2011-04-28,97
2011-04-29,93
2011-04-30,94
