Day,apple
2004-10-01,83
2004-10-02,91
2004-10-03,100
2004-10-04,71
2004-10-05,73
2004-10-06,77
2004-10-07,77
2004-10-08,81
2004-10-09,92
2004-10-10,99
2004-10-11,78
2004-10-12,83
2004-10-13,72
2004-10-14,72
2004-10-15,75
2004-10-16,83
2004-10-17,87
2004-10-18,68
2004-10-19,72
2004-10-20,68
2004-10-21,65
2004-10-22,70
2004-10-23,85
2004-10-24,80
2004-10-25,66
2004-10-26,73
2004-10-27,73
2004-10-28,75
2004-10-29,78
2004-10-30,85
2004-10-31,77
