Day,apple
2005-04-01,72
2005-04-02,77
2005-04-03,79
2005-04-04,80
2005-04-05,64
2005-04-06,64
2005-04-07,69
2005-04-08,73
2005-04-09,74
2005-04-10,75
2005-04-11,69
2005-04-12,77
2005-04-13,76
2005-04-14,74
2005-04-15,71
2005-04-16,84
2005-04-17,82
2005-04-18,77
2005-04-19,65
2005-04-20,68
2005-04-21,74
2005-04-22,68
2005-04-23,79
2005-04-24,76
2005-04-25,70
2005-04-26,73
2005-04-27,75
2005-04-28,76
2005-04-29,92
2005-04-30,100
