Day,microsoft
2004-12-01,94
2004-12-02,100
2004-12-03,96
2004-12-04,85
2004-12-05,87
2004-12-06,94
2004-12-07,92
2004-12-08,96
2004-12-09,88
2004-12-10,93
2004-12-11,87
2004-12-12,86
2004-12-13,92
2004-12-14,94
2004-12-15,92
2004-12-16,90
2004-12-17,89
2004-12-18,82
2004-12-19,82
2004-12-20,88
2004-12-21,92
2004-12-22,93
2004-12-23,90
2004-12-24,81
2004-12-25,82
2004-12-26,85
2004-12-27,83
2004-12-28,92
2004-12-29,88
2004-12-30,90
2004-12-31,90
