Day,apple
2012-08-01,71
2012-08-02,70
2012-08-03,69
2012-08-04,72
2012-08-05,71
2012-08-06,67
2012-08-07,69
2012-08-08,68
2012-08-09,65
2012-08-10,67
2012-08-11,71
2012-08-12,73
2012-08-13,71
2012-08-14,70
2012-08-15,72
2012-08-16,69
2012-08-17,70
2012-08-18,74
2012-08-19,77
2012-08-20,73
2012-08-21,75
2012-08-22,72
2012-08-23,73
2012-08-24,76
2012-08-25,100
2012-08-26,87
2012-08-27,83
2012-08-28,92
2012-08-29,95
2012-08-30,93
2012-08-31,83
