Day,apple
2013-08-01,85
2013-08-02,86
2013-08-03,91
2013-08-04,92
2013-08-05,90
2013-08-06,89
2013-08-07,91
2013-08-08,90
2013-08-09,88
2013-08-10,94
2013-08-11,94
2013-08-12,93
2013-08-13,88
2013-08-14,90
2013-08-15,89
2013-08-16,91
2013-08-17,93
2013-08-18,96
2013-08-19,91
2013-08-20,90
2013-08-21,90
2013-08-22,86
2013-08-23,88
2013-08-24,96
2013-08-25,95
2013-08-26,89
2013-08-27,91
2013-08-28,93
2013-08-29,90
2013-08-30,90
2013-08-31,100
