Day,nokia
2004-07-01,85
2004-07-02,85
2004-07-03,93
2004-07-04,89
2004-07-05,88
2004-07-06,80
2004-07-07,84
2004-07-08,84
2004-07-09,85
2004-07-10,100
2004-07-11,87
2004-07-12,83
2004-07-13,84
2004-07-14,62
2004-07-15,92
2004-07-16,83
2004-07-17,93
2004-07-18,90
2004-07-19,86
2004-07-20,80
2004-07-21,81
2004-07-22,80
2004-07-23,83
2004-07-24,83
2004-07-25,89
2004-07-26,78
2004-07-27,85
2004-07-28,85
2004-07-29,80
2004-07-30,86
2004-07-31,88
