Day,nokia
2006-09-01,92
2006-09-02,98
2006-09-03,95
2006-09-04,96
2006-09-05,89
2006-09-06,88
2006-09-07,89
2006-09-08,90
2006-09-09,99
2006-09-10,94
2006-09-11,88
2006-09-12,87
2006-09-13,87
2006-09-14,88
2006-09-15,92
2006-09-16,96
2006-09-17,93
2006-09-18,87
2006-09-19,85
2006-09-20,86
2006-09-21,87
2006-09-22,85
2006-09-23,97
2006-09-24,91
2006-09-25,84
2006-09-26,92
2006-09-27,92
2006-09-28,90
2006-09-29,90
2006-09-30,100
