Day,hp
2013-01-01,71
2013-01-02,90
2013-01-03,96
2013-01-04,95
2013-01-05,83
2013-01-06,77
2013-01-07,97
2013-01-08,97
2013-01-09,96
2013-01-10,98
2013-01-11,94
2013-01-12,83
2013-01-13,79
2013-01-14,97
2013-01-15,97
2013-01-16,97
2013-01-17,95
2013-01-18,92
2013-01-19,83
2013-01-20,76
2013-01-21,95
2013-01-22,98
2013-01-23,98
2013-01-24,97
2013-01-25,92
2013-01-26,82
2013-01-27,80
2013-01-28,95
2013-01-29,100
2013-01-30,95
2013-01-31,96
