Day,hp
2005-10-01,83
2005-10-02,77
2005-10-03,98
2005-10-04,96
2005-10-05,95
2005-10-06,98
2005-10-07,94
2005-10-08,87
2005-10-09,80
2005-10-10,95
2005-10-11,97
2005-10-12,90
2005-10-13,95
2005-10-14,94
2005-10-15,80
2005-10-16,81
2005-10-17,96
2005-10-18,98
2005-10-19,100
2005-10-20,94
2005-10-21,89
2005-10-22,79
2005-10-23,78
2005-10-24,88
2005-10-25,94
2005-10-26,95
2005-10-27,90
2005-10-28,94
2005-10-29,78
2005-10-30,78
2005-10-31,89
