Day,nokia
2009-06-01,82
2009-06-02,84
2009-06-03,85
2009-06-04,84
2009-06-05,84
2009-06-06,94
2009-06-07,90
2009-06-08,84
2009-06-09,87
2009-06-10,84
2009-06-11,85
2009-06-12,87
2009-06-13,98
2009-06-14,95
2009-06-15,90
2009-06-16,89
2009-06-17,88
2009-06-18,91
2009-06-19,89
2009-06-20,100
2009-06-21,96
2009-06-22,92
2009-06-23,89
2009-06-24,90
2009-06-25,88
2009-06-26,84
2009-06-27,96
2009-06-28,94
2009-06-29,86
2009-06-30,89
