Day,hp
2009-06-01,95
2009-06-02,100
2009-06-03,99
2009-06-04,96
2009-06-05,93
2009-06-06,82
2009-06-07,80
2009-06-08,96
2009-06-09,96
2009-06-10,94
2009-06-11,94
2009-06-12,92
2009-06-13,82
2009-06-14,78
2009-06-15,97
2009-06-16,97
2009-06-17,97
2009-06-18,97
2009-06-19,89
2009-06-20,80
2009-06-21,79
2009-06-22,97
2009-06-23,97
2009-06-24,95
2009-06-25,93
2009-06-26,90
2009-06-27,82
2009-06-28,78
2009-06-29,94
2009-06-30,95
