Day,motorola
2009-05-01,92
2009-05-02,96
2009-05-03,88
2009-05-04,88
2009-05-05,96
2009-05-06,93
2009-05-07,89
2009-05-08,97
2009-05-09,98
2009-05-10,93
2009-05-11,94
2009-05-12,90
2009-05-13,89
2009-05-14,87
2009-05-15,89
2009-05-16,91
2009-05-17,93
2009-05-18,86
2009-05-19,91
2009-05-20,90
2009-05-21,96
2009-05-22,90
2009-05-23,100
2009-05-24,92
2009-05-25,86
2009-05-26,88
2009-05-27,91
2009-05-28,93
2009-05-29,93
2009-05-30,98
2009-05-31,89
