Day,amazon
2004-04-01,81
2004-04-02,86
2004-04-03,94
2004-04-04,88
2004-04-05,87
2004-04-06,86
2004-04-07,85
2004-04-08,93
2004-04-09,81
2004-04-10,89
2004-04-11,77
2004-04-12,82
2004-04-13,86
2004-04-14,90
2004-04-15,86
2004-04-16,90
2004-04-17,87
2004-04-18,100
2004-04-19,85
2004-04-20,88
2004-04-21,85
2004-04-22,87
2004-04-23,85
2004-04-24,91
2004-04-25,88
2004-04-26,83
2004-04-27,84
2004-04-28,87
2004-04-29,93
2004-04-30,87
