Day,motorola
2005-09-01,84
2005-09-02,82
2005-09-03,89
2005-09-04,87
2005-09-05,76
2005-09-06,85
2005-09-07,95
2005-09-08,97
2005-09-09,95
2005-09-10,100
2005-09-11,88
2005-09-12,82
2005-09-13,80
2005-09-14,79
2005-09-15,75
2005-09-16,86
2005-09-17,89
2005-09-18,83
2005-09-19,80
2005-09-20,79
2005-09-21,77
2005-09-22,79
2005-09-23,78
2005-09-24,93
2005-09-25,81
2005-09-26,81
2005-09-27,79
2005-09-28,79
2005-09-29,79
2005-09-30,85
