Day,motorola
2012-01-01,82
2012-01-02,97
2012-01-03,96
2012-01-04,95
2012-01-05,98
2012-01-06,99
2012-01-07,100
2012-01-08,86
2012-01-09,90
2012-01-10,96
2012-01-11,94
2012-01-12,97
2012-01-13,95
2012-01-14,92
2012-01-15,89
2012-01-16,91
2012-01-17,90
2012-01-18,90
2012-01-19,90
2012-01-20,90
2012-01-21,92
2012-01-22,89
2012-01-23,89
2012-01-24,95
2012-01-25,92
2012-01-26,92
2012-01-27,95
2012-01-28,88
2012-01-29,86
2012-01-30,88
2012-01-31,84
