Day,nokia
2012-09-01,90
2012-09-02,90
2012-09-03,85
2012-09-04,84
2012-09-05,100
2012-09-06,97
2012-09-07,90
2012-09-08,96
2012-09-09,92
2012-09-10,82
2012-09-11,79
2012-09-12,88
2012-09-13,96
2012-09-14,87
2012-09-15,94
2012-09-16,90
2012-09-17,82
2012-09-18,83
2012-09-19,79
2012-09-20,83
2012-09-21,82
2012-09-22,91
2012-09-23,89
2012-09-24,78
2012-09-25,79
2012-09-26,80
2012-09-27,80
2012-09-28,84
2012-09-29,89
2012-09-30,86
