Day,hp
2009-05-01,84
2009-05-02,82
2009-05-03,77
2009-05-04,92
2009-05-05,97
2009-05-06,95
2009-05-07,96
2009-05-08,94
2009-05-09,84
2009-05-10,77
2009-05-11,95
2009-05-12,97
2009-05-13,96
2009-05-14,97
2009-05-15,94
2009-05-16,84
2009-05-17,77
2009-05-18,99
2009-05-19,100
2009-05-20,96
2009-05-21,96
2009-05-22,96
2009-05-23,84
2009-05-24,80
2009-05-25,94
2009-05-26,95
2009-05-27,97
2009-05-28,98
2009-05-29,96
2009-05-30,84
2009-05-31,78
