Day,amazon
2013-01-01,97
2013-01-02,98
2013-01-03,94
2013-01-04,95
2013-01-05,96
2013-01-06,100
2013-01-07,92
2013-01-08,88
2013-01-09,89
2013-01-10,86
2013-01-11,82
2013-01-12,92
2013-01-13,94
2013-01-14,86
2013-01-15,86
2013-01-16,83
2013-01-17,79
2013-01-18,78
2013-01-19,87
2013-01-20,93
2013-01-21,84
2013-01-22,84
2013-01-23,80
2013-01-24,79
2013-01-25,78
2013-01-26,86
2013-01-27,89
2013-01-28,83
2013-01-29,81
2013-01-30,79
2013-01-31,79
