Day,amazon
2005-07-01,85
2005-07-02,88
2005-07-03,95
2005-07-04,87
2005-07-05,87
2005-07-06,87
2005-07-07,79
2005-07-08,85
2005-07-09,94
2005-07-10,100
2005-07-11,87
2005-07-12,89
2005-07-13,82
2005-07-14,86
2005-07-15,90
2005-07-16,98
2005-07-17,97
2005-07-18,89
2005-07-19,87
2005-07-20,88
2005-07-21,86
2005-07-22,84
2005-07-23,86
2005-07-24,95
2005-07-25,90
2005-07-26,88
2005-07-27,90
2005-07-28,89
2005-07-29,91
2005-07-30,93
2005-07-31,99
