Day,microsoft
2011-06-01,93
2011-06-02,94
2011-06-03,88
2011-06-04,74
2011-06-05,77
2011-06-06,100
2011-06-07,99
2011-06-08,95
2011-06-09,91
2011-06-10,86
2011-06-11,75
2011-06-12,78
2011-06-13,88
2011-06-14,93
2011-06-15,92
2011-06-16,96
2011-06-17,89
2011-06-18,78
2011-06-19,78
2011-06-20,90
2011-06-21,91
2011-06-22,89
2011-06-23,88
2011-06-24,84
2011-06-25,72
2011-06-26,74
2011-06-27,81
2011-06-28,94
2011-06-29,98
2011-06-30,91
