Day,apple
2006-02-01,72
2006-02-02,70
2006-02-03,72
2006-02-04,82
2006-02-05,77
2006-02-06,73
2006-02-07,74
2006-02-08,76
2006-02-09,71
2006-02-10,75
2006-02-11,81
2006-02-12,79
2006-02-13,70
2006-02-14,70
2006-02-15,69
2006-02-16,69
2006-02-17,75
2006-02-18,78
2006-02-19,81
2006-02-20,71
2006-02-21,69
2006-02-22,72
2006-02-23,72
2006-02-24,72
2006-02-25,81
2006-02-26,79
2006-02-27,73
2006-02-28,100
