Day,nokia
2007-03-01,87
2007-03-02,88
2007-03-03,99
2007-03-04,96
2007-03-05,88
2007-03-06,85
2007-03-07,83
2007-03-08,85
2007-03-09,91
2007-03-10,100
2007-03-11,95
2007-03-12,85
2007-03-13,85
2007-03-14,82
2007-03-15,86
2007-03-16,88
2007-03-17,97
2007-03-18,92
2007-03-19,87
2007-03-20,83
2007-03-21,85
2007-03-22,88
2007-03-23,87
2007-03-24,99
2007-03-25,94
2007-03-26,86
2007-03-27,84
2007-03-28,82
2007-03-29,84
2007-03-30,84
2007-03-31,99
