Day,microsoft
2005-12-01,100
2005-12-02,97
2005-12-03,90
2005-12-04,85
2005-12-05,93
2005-12-06,98
2005-12-07,98
2005-12-08,97
2005-12-09,94
2005-12-10,89
2005-12-11,86
2005-12-12,89
2005-12-13,94
2005-12-14,99
2005-12-15,98
2005-12-16,92
2005-12-17,87
2005-12-18,83
2005-12-19,89
2005-12-20,91
2005-12-21,91
2005-12-22,91
2005-12-23,86
2005-12-24,84
2005-12-25,87
2005-12-26,88
2005-12-27,89
2005-12-28,96
2005-12-29,93
2005-12-30,95
2005-12-31,95
