Day,microsoft
2010-03-01,97
2010-03-02,98
2010-03-03,99
2010-03-04,99
2010-03-05,92
2010-03-06,85
2010-03-07,89
2010-03-08,93
2010-03-09,98
2010-03-10,100
2010-03-11,98
2010-03-12,93
2010-03-13,88
2010-03-14,86
2010-03-15,93
2010-03-16,97
2010-03-17,95
2010-03-18,98
2010-03-19,89
2010-03-20,84
2010-03-21,84
2010-03-22,91
2010-03-23,93
2010-03-24,95
2010-03-25,93
2010-03-26,88
2010-03-27,78
2010-03-28,81
2010-03-29,93
2010-03-30,97
2010-03-31,95
