Day,amazon
2005-10-01,73
2005-10-02,74
2005-10-03,68
2005-10-04,69
2005-10-05,70
2005-10-06,68
2005-10-07,68
2005-10-08,72
2005-10-09,74
2005-10-10,70
2005-10-11,73
2005-10-12,69
2005-10-13,73
2005-10-14,69
2005-10-15,77
2005-10-16,81
2005-10-17,72
2005-10-18,69
2005-10-19,69
2005-10-20,70
2005-10-21,67
2005-10-22,75
2005-10-23,78
2005-10-24,68
2005-10-25,70
2005-10-26,73
2005-10-27,66
2005-10-28,70
2005-10-29,73
2005-10-30,83
2005-10-31,100
