Day,apple
2013-09-01,24
2013-09-02,23
2013-09-03,24
2013-09-04,24
2013-09-05,24
2013-09-06,23
2013-09-07,26
2013-09-08,27
2013-09-09,29
2013-09-10,100
2013-09-11,62
2013-09-12,35
2013-09-13,33
2013-09-14,33
2013-09-15,33
2013-09-16,28
2013-09-17,29
2013-09-18,42
2013-09-19,40
2013-09-20,44
2013-09-21,41
2013-09-22,37
2013-09-23,32
2013-09-24,31
2013-09-25,29
2013-09-26,29
2013-09-27,29
2013-09-28,32
2013-09-29,32
2013-09-30,27
