Day,microsoft
2007-12-01,86
2007-12-02,88
2007-12-03,92
2007-12-04,96
2007-12-05,97
2007-12-06,96
2007-12-07,90
2007-12-08,83
2007-12-09,82
2007-12-10,93
2007-12-11,96
2007-12-12,100
2007-12-13,96
2007-12-14,90
2007-12-15,80
2007-12-16,83
2007-12-17,90
2007-12-18,91
2007-12-19,91
2007-12-20,92
2007-12-21,85
2007-12-22,79
2007-12-23,78
2007-12-24,79
2007-12-25,83
2007-12-26,89
2007-12-27,90
2007-12-28,87
2007-12-29,82
2007-12-30,80
2007-12-31,82
