Day,nokia
2008-12-01,72
2008-12-02,78
2008-12-03,78
2008-12-04,77
2008-12-05,74
2008-12-06,83
2008-12-07,82
2008-12-08,73
2008-12-09,75
2008-12-10,77
2008-12-11,79
2008-12-12,78
2008-12-13,86
2008-12-14,85
2008-12-15,76
2008-12-16,74
2008-12-17,75
2008-12-18,74
2008-12-19,79
2008-12-20,84
2008-12-21,85
2008-12-22,81
2008-12-23,79
2008-12-24,82
2008-12-25,100
2008-12-26,90
2008-12-27,91
2008-12-28,82
2008-12-29,81
2008-12-30,78
2008-12-31,67
