Day,nokia
2005-01-01,100
2005-01-02,90
2005-01-03,86
2005-01-04,89
2005-01-05,83
2005-01-06,82
2005-01-07,83
2005-01-08,94
2005-01-09,82
2005-01-10,80
2005-01-11,79
2005-01-12,80
2005-01-13,78
2005-01-14,77
2005-01-15,89
2005-01-16,78
2005-01-17,80
2005-01-18,72
2005-01-19,76
2005-01-20,77
2005-01-21,73
2005-01-22,82
2005-01-23,78
2005-01-24,76
2005-01-25,75
2005-01-26,75
2005-01-27,75
2005-01-28,77
2005-01-29,87
2005-01-30,82
2005-01-31,73
