Day,microsoft
2005-01-01,70
2005-01-02,72
2005-01-03,78
2005-01-04,82
2005-01-05,84
2005-01-06,92
2005-01-07,95
2005-01-08,89
2005-01-09,84
2005-01-10,86
2005-01-11,93
2005-01-12,100
2005-01-13,96
2005-01-14,93
2005-01-15,83
2005-01-16,82
2005-01-17,89
2005-01-18,91
2005-01-19,90
2005-01-20,89
2005-01-21,88
2005-01-22,87
2005-01-23,83
2005-01-24,88
2005-01-25,91
2005-01-26,89
2005-01-27,91
2005-01-28,93
2005-01-29,82
2005-01-30,83
2005-01-31,89
