Day,motorola
2013-03-01,95
2013-03-02,92
2013-03-03,88
2013-03-04,90
2013-03-05,88
2013-03-06,90
2013-03-07,92
2013-03-08,93
2013-03-09,97
2013-03-10,87
2013-03-11,91
2013-03-12,95
2013-03-13,92
2013-03-14,97
2013-03-15,99
2013-03-16,96
2013-03-17,92
2013-03-18,94
2013-03-19,98
2013-03-20,100
2013-03-21,97
2013-03-22,94
2013-03-23,94
2013-03-24,90
2013-03-25,94
2013-03-26,98
2013-03-27,93
2013-03-28,92
2013-03-29,93
2013-03-30,90
2013-03-31,88
