Day,hp
2011-01-01,70
2011-01-02,78
2011-01-03,94
2011-01-04,97
2011-01-05,100
2011-01-06,98
2011-01-07,96
2011-01-08,87
2011-01-09,79
2011-01-10,96
2011-01-11,99
2011-01-12,98
2011-01-13,96
2011-01-14,92
2011-01-15,84
2011-01-16,79
2011-01-17,100
2011-01-18,97
2011-01-19,97
2011-01-20,98
2011-01-21,94
2011-01-22,83
2011-01-23,80
2011-01-24,97
2011-01-25,97
2011-01-26,96
2011-01-27,97
2011-01-28,92
2011-01-29,84
2011-01-30,82
2011-01-31,95
