Day,hp
2010-06-01,99
2010-06-02,100
2010-06-03,94
2010-06-04,92
2010-06-05,82
2010-06-06,78
2010-06-07,97
2010-06-08,97
2010-06-09,96
2010-06-10,95
2010-06-11,91
2010-06-12,79
2010-06-13,76
2010-06-14,92
2010-06-15,94
2010-06-16,94
2010-06-17,97
2010-06-18,92
2010-06-19,83
2010-06-20,78
2010-06-21,94
2010-06-22,98
2010-06-23,96
2010-06-24,95
2010-06-25,92
2010-06-26,81
2010-06-27,77
2010-06-28,94
2010-06-29,98
2010-06-30,99
