Day,amazon
2010-12-01,79
2010-12-02,78
2010-12-03,76
2010-12-04,84
2010-12-05,93
2010-12-06,84
2010-12-07,82
2010-12-08,85
2010-12-09,83
2010-12-10,79
2010-12-11,87
2010-12-12,100
2010-12-13,91
2010-12-14,86
2010-12-15,85
2010-12-16,82
2010-12-17,79
2010-12-18,82
2010-12-19,82
2010-12-20,77
2010-12-21,71
2010-12-22,68
2010-12-23,63
2010-12-24,59
2010-12-25,70
2010-12-26,83
2010-12-27,75
2010-12-28,73
2010-12-29,70
2010-12-30,68
2010-12-31,64
