Day,apple
2005-09-01,59
2005-09-02,59
2005-09-03,65
2005-09-04,67
2005-09-05,60
2005-09-06,62
2005-09-07,89
2005-09-08,100
2005-09-09,97
2005-09-10,92
2005-09-11,89
2005-09-12,78
2005-09-13,75
2005-09-14,77
2005-09-15,76
2005-09-16,80
2005-09-17,90
2005-09-18,92
2005-09-19,78
2005-09-20,82
2005-09-21,78
2005-09-22,76
2005-09-23,76
2005-09-24,90
2005-09-25,85
2005-09-26,74
2005-09-27,71
2005-09-28,78
2005-09-29,75
2005-09-30,79
