Day,hp
2009-10-01,90
2009-10-02,89
2009-10-03,79
2009-10-04,75
2009-10-05,90
2009-10-06,93
2009-10-07,95
2009-10-08,91
2009-10-09,92
2009-10-10,82
2009-10-11,75
2009-10-12,91
2009-10-13,95
2009-10-14,94
2009-10-15,95
2009-10-16,90
2009-10-17,80
2009-10-18,77
2009-10-19,91
2009-10-20,95
2009-10-21,98
2009-10-22,100
2009-10-23,97
2009-10-24,89
2009-10-25,85
2009-10-26,100
2009-10-27,96
2009-10-28,98
2009-10-29,97
2009-10-30,93
2009-10-31,87
