Day,microsoft
2009-07-01,91
2009-07-02,92
2009-07-03,83
2009-07-04,80
2009-07-05,77
2009-07-06,88
2009-07-07,100
2009-07-08,96
2009-07-09,96
2009-07-10,90
2009-07-11,80
2009-07-12,79
2009-07-13,95
2009-07-14,97
2009-07-15,100
2009-07-16,97
2009-07-17,88
2009-07-18,82
2009-07-19,83
2009-07-20,87
2009-07-21,92
2009-07-22,95
2009-07-23,91
2009-07-24,90
2009-07-25,83
2009-07-26,79
2009-07-27,88
2009-07-28,93
2009-07-29,97
2009-07-30,96
2009-07-31,90
