Day,amazon
2008-09-01,91
2008-09-02,88
2008-09-03,91
2008-09-04,89
2008-09-05,87
2008-09-06,93
2008-09-07,100
2008-09-08,91
2008-09-09,90
2008-09-10,85
2008-09-11,86
2008-09-12,84
2008-09-13,95
2008-09-14,99
2008-09-15,88
2008-09-16,88
2008-09-17,85
2008-09-18,84
2008-09-19,87
2008-09-20,89
2008-09-21,96
2008-09-22,91
2008-09-23,88
2008-09-24,90
2008-09-25,85
2008-09-26,82
2008-09-27,89
2008-09-28,97
2008-09-29,89
2008-09-30,91
