Day,amazon
2012-10-01,85
2012-10-02,83
2012-10-03,82
2012-10-04,81
2012-10-05,79
2012-10-06,87
2012-10-07,92
2012-10-08,85
2012-10-09,81
2012-10-10,82
2012-10-11,87
2012-10-12,85
2012-10-13,90
2012-10-14,96
2012-10-15,88
2012-10-16,88
2012-10-17,82
2012-10-18,84
2012-10-19,83
2012-10-20,87
2012-10-21,100
2012-10-22,90
2012-10-23,88
2012-10-24,88
2012-10-25,87
2012-10-26,88
2012-10-27,92
2012-10-28,98
2012-10-29,89
2012-10-30,86
2012-10-31,80
